applicant_id,model,method,rank,feature_index,feature_name,attribution_value,abs_attribution,feature_value
0,LogisticRegression,SHAP,1,42,other_debtors_guarantors_A103,0.8043874761535492,0.8043874761535492,1.0
0,LogisticRegression,SHAP,2,7,status_checking_account_A11,-0.5833889909921679,0.5833889909921679,1.0
0,LogisticRegression,SHAP,3,34,present_employment_since_A74,0.4263827622404094,0.4263827622404094,1.0
0,LogisticRegression,SHAP,4,12,credit_history_A31,-0.39227134655286156,0.39227134655286156,1.0
0,LogisticRegression,SHAP,5,49,other_installment_plans_A143,-0.3879573531129351,0.3879573531129351,0.0
1,LogisticRegression,SHAP,1,15,credit_history_A34,0.7179525336970121,0.7179525336970121,1.0
1,LogisticRegression,SHAP,2,7,status_checking_account_A11,-0.5833889909921679,0.5833889909921679,1.0
1,LogisticRegression,SHAP,3,46,property_A124,-0.5229752782971219,0.5229752782971219,1.0
1,LogisticRegression,SHAP,4,16,purpose_A40,-0.4397941663488963,0.4397941663488963,1.0
1,LogisticRegression,SHAP,5,52,housing_A153,0.32135319778592014,0.32135319778592014,1.0
2,LogisticRegression,SHAP,1,34,present_employment_since_A74,0.4263827622404094,0.4263827622404094,1.0
2,LogisticRegression,SHAP,2,49,other_installment_plans_A143,-0.3879573531129351,0.3879573531129351,0.0
2,LogisticRegression,SHAP,3,2,installment_rate,-0.3671425623500796,0.3671425623500796,0.9134310111161333
2,LogisticRegression,SHAP,4,9,status_checking_account_A13,0.35559885573333755,0.35559885573333755,1.0
2,LogisticRegression,SHAP,5,26,savings_account_A61,-0.30436710295904557,0.30436710295904557,1.0
3,LogisticRegression,SHAP,1,23,purpose_A46,-0.8217065971654869,0.8217065971654869,1.0
3,LogisticRegression,SHAP,2,29,savings_account_A64,0.4818354271120535,0.4818354271120535,1.0
3,LogisticRegression,SHAP,3,1,credit_amount,0.45477696507013277,0.45477696507013277,-0.997695511708947
3,LogisticRegression,SHAP,4,0,duration_months,0.4134605127009532,0.4134605127009532,-1.2236029017689123
3,LogisticRegression,SHAP,5,12,credit_history_A31,-0.39227134655286156,0.39227134655286156,1.0
4,LogisticRegression,SHAP,1,10,status_checking_account_A14,0.5525407072153746,0.5525407072153746,1.0
4,LogisticRegression,SHAP,2,16,purpose_A40,-0.4397941663488963,0.4397941663488963,1.0
4,LogisticRegression,SHAP,3,2,installment_rate,-0.3671425623500796,0.3671425623500796,0.9134310111161333
4,LogisticRegression,SHAP,4,26,savings_account_A61,0.35730051216931435,0.35730051216931435,0.0
4,LogisticRegression,SHAP,5,0,duration_months,-0.35410232028348954,0.35410232028348954,1.2266521080032957
5,LogisticRegression,SHAP,1,22,purpose_A45,-0.528366640028388,0.528366640028388,1.0
5,LogisticRegression,SHAP,2,1,credit_amount,0.45203784767732114,0.45203784767732114,-0.9901766439388084
5,LogisticRegression,SHAP,3,0,duration_months,0.4134605127009532,0.4134605127009532,-1.2236029017689123
5,LogisticRegression,SHAP,4,26,savings_account_A61,-0.30436710295904557,0.30436710295904557,1.0
5,LogisticRegression,SHAP,5,8,status_checking_account_A12,-0.2631586351946383,0.2631586351946383,1.0
6,LogisticRegression,SHAP,1,15,credit_history_A34,0.7179525336970121,0.7179525336970121,1.0
6,LogisticRegression,SHAP,2,26,savings_account_A61,0.35730051216931435,0.35730051216931435,0.0
6,LogisticRegression,SHAP,3,9,status_checking_account_A13,0.35559885573333755,0.35559885573333755,1.0
6,LogisticRegression,SHAP,4,10,status_checking_account_A14,-0.2600191563366469,0.2600191563366469,0.0
6,LogisticRegression,SHAP,5,30,savings_account_A65,0.24414235498623205,0.24414235498623205,1.0
7,LogisticRegression,SHAP,1,42,other_debtors_guarantors_A103,0.8043874761535492,0.8043874761535492,1.0
7,LogisticRegression,SHAP,2,7,status_checking_account_A11,-0.5833889909921679,0.5833889909921679,1.0
7,LogisticRegression,SHAP,3,34,present_employment_since_A74,0.4263827622404094,0.4263827622404094,1.0
7,LogisticRegression,SHAP,4,2,installment_rate,-0.3671425623500796,0.3671425623500796,0.9134310111161333
7,LogisticRegression,SHAP,5,26,savings_account_A61,-0.30436710295904557,0.30436710295904557,1.0
8,LogisticRegression,SHAP,1,46,property_A124,-0.5229752782971219,0.5229752782971219,1.0
8,LogisticRegression,SHAP,2,2,installment_rate,-0.3671425623500796,0.3671425623500796,0.9134310111161333
8,LogisticRegression,SHAP,3,0,duration_months,-0.35410232028348954,0.35410232028348954,1.2266521080032957
8,LogisticRegression,SHAP,4,26,savings_account_A61,-0.30436710295904557,0.30436710295904557,1.0
8,LogisticRegression,SHAP,5,8,status_checking_account_A12,-0.2631586351946383,0.2631586351946383,1.0
9,LogisticRegression,SHAP,1,42,other_debtors_guarantors_A103,0.8043874761535492,0.8043874761535492,1.0
9,LogisticRegression,SHAP,2,0,duration_months,-0.5843711701788223,0.5843711701788223,1.961728610934958
9,LogisticRegression,SHAP,3,2,installment_rate,-0.3671425623500796,0.3671425623500796,0.9134310111161333
9,LogisticRegression,SHAP,4,26,savings_account_A61,0.35730051216931435,0.35730051216931435,0.0
9,LogisticRegression,SHAP,5,50,housing_A151,-0.3436586586727003,0.3436586586727003,1.0
10,LogisticRegression,SHAP,1,42,other_debtors_guarantors_A103,0.8043874761535492,0.8043874761535492,1.0
10,LogisticRegression,SHAP,2,10,status_checking_account_A14,0.5525407072153746,0.5525407072153746,1.0
10,LogisticRegression,SHAP,3,16,purpose_A40,-0.4397941663488963,0.4397941663488963,1.0
10,LogisticRegression,SHAP,4,0,duration_months,0.4134605127009532,0.4134605127009532,-1.2236029017689123
10,LogisticRegression,SHAP,5,50,housing_A151,-0.3436586586727003,0.3436586586727003,1.0
11,LogisticRegression,SHAP,1,7,status_checking_account_A11,-0.5833889909921679,0.5833889909921679,1.0
11,LogisticRegression,SHAP,2,26,savings_account_A61,-0.30436710295904557,0.30436710295904557,1.0
11,LogisticRegression,SHAP,3,10,status_checking_account_A14,-0.2600191563366469,0.2600191563366469,0.0
11,LogisticRegression,SHAP,4,16,purpose_A40,0.22656063114943148,0.22656063114943148,0.0
11,LogisticRegression,SHAP,5,20,purpose_A43,0.2158582158685426,0.2158582158685426,1.0
12,LogisticRegression,SHAP,1,10,status_checking_account_A14,0.5525407072153746,0.5525407072153746,1.0
12,LogisticRegression,SHAP,2,34,present_employment_since_A74,0.4263827622404094,0.4263827622404094,1.0
12,LogisticRegression,SHAP,3,26,savings_account_A61,-0.30436710295904557,0.30436710295904557,1.0
12,LogisticRegression,SHAP,4,1,credit_amount,0.2848212525542484,0.2848212525542484,-0.5311676686379678
12,LogisticRegression,SHAP,5,0,duration_months,0.2599479461040646,0.2599479461040646,-0.7335518998144707
13,LogisticRegression,SHAP,1,15,credit_history_A34,0.7179525336970121,0.7179525336970121,1.0
13,LogisticRegression,SHAP,2,60,foreign_worker_A202,0.5701383317817212,0.5701383317817212,1.0
13,LogisticRegression,SHAP,3,59,foreign_worker_A201,0.5588661782125,0.5588661782125,0.0
13,LogisticRegression,SHAP,4,10,status_checking_account_A14,0.5525407072153746,0.5525407072153746,1.0
13,LogisticRegression,SHAP,5,29,savings_account_A64,0.4818354271120535,0.4818354271120535,1.0
14,LogisticRegression,SHAP,1,15,credit_history_A34,0.7179525336970121,0.7179525336970121,1.0
14,LogisticRegression,SHAP,2,16,purpose_A40,-0.4397941663488963,0.4397941663488963,1.0
14,LogisticRegression,SHAP,3,34,present_employment_since_A74,0.4263827622404094,0.4263827622404094,1.0
14,LogisticRegression,SHAP,4,49,other_installment_plans_A143,-0.3879573531129351,0.3879573531129351,0.0
14,LogisticRegression,SHAP,5,2,installment_rate,-0.3671425623500796,0.3671425623500796,0.9134310111161333
15,LogisticRegression,SHAP,1,7,status_checking_account_A11,-0.5833889909921679,0.5833889909921679,1.0
15,LogisticRegression,SHAP,2,46,property_A124,-0.5229752782971219,0.5229752782971219,1.0
15,LogisticRegression,SHAP,3,12,credit_history_A31,-0.39227134655286156,0.39227134655286156,1.0
15,LogisticRegression,SHAP,4,2,installment_rate,-0.3671425623500796,0.3671425623500796,0.9134310111161333
15,LogisticRegression,SHAP,5,52,housing_A153,0.32135319778592014,0.32135319778592014,1.0
16,LogisticRegression,SHAP,1,23,purpose_A46,-0.8217065971654869,0.8217065971654869,1.0
